NAME                                                       READY   STATUS              RESTARTS       AGE     IP               NODE                                 NOMINATED NODE   READINESS GATES
worker-54568b5fb6-vh5bs                                    1/1     Running             0              71m     172.18.195.80    openstudio-179d-worker-9rtc4-llk2j   <none>           <none>
worker-54568b5fb6-w8p55                                    1/1     Running             0              47m     172.17.246.13    openstudio-179d-worker-9rtc4-784j2   <none>           <none>
worker-54568b5fb6-w9hfv                                    1/1     Running             0              76m     172.17.171.146   openstudio-179d-web-tq5p9-w952x      <none>           <none>
worker-54568b5fb6-wd7ct                                    1/1     Running             0              75m     172.16.157.99    openstudio-179d-worker-9rtc4-qzrnh   <none>           <none>
worker-54568b5fb6-x5n7x                                    1/1     Running             0              42m     172.16.171.26    openstudio-179d-worker-9rtc4-pqsdz   <none>           <none>
worker-54568b5fb6-x6b2z                                    1/1     Running             0              47m     172.17.246.14    openstudio-179d-worker-9rtc4-784j2   <none>           <none>
worker-54568b5fb6-x8bff                                    1/1     Running             0              43m     172.17.81.75     openstudio-179d-worker-9rtc4-9gk7k   <none>           <none>
worker-54568b5fb6-xh6vt                                    1/1     Terminating         0              15m     172.19.109.78    openstudio-179d-worker-9rtc4-msqdd   <none>           <none>
worker-54568b5fb6-xm6s4                                    1/1     Running             0              46m     172.22.26.28     openstudio-179d-worker-9rtc4-cwz6s   <none>           <none>
worker-54568b5fb6-xt9sx                                    1/1     Running             0              46m     172.22.26.30     openstudio-179d-worker-9rtc4-cwz6s   <none>           <none>
worker-54568b5fb6-xwx9m                                    1/1     Running             0              32m     172.22.83.81     openstudio-179d-worker-9rtc4-pqzdb   <none>           <none>
worker-54568b5fb6-zctw5                                    1/1     Running             0              15m     172.19.109.80    openstudio-179d-worker-9rtc4-msqdd   <none>           <none>
worker-54568b5fb6-zfvmq                                    1/1     Running             0              43m     172.17.81.74     openstudio-179d-worker-9rtc4-9gk7k   <none>           <none>
worker-54568b5fb6-zldst                                    1/1     Terminating         0              51m     172.22.26.15     openstudio-179d-worker-9rtc4-cwz6s   <none>           <none>
worker-75f95467fc-22bmh                                    1/1     Terminating         0              86m     172.23.52.68     openstudio-179d-worker-9rtc4-267h2   <none>           <none>
worker-75f95467fc-24tkq                                    1/1     Terminating         0              86m     172.18.106.22    openstudio-179d-worker-9rtc4-2fg84   <none>           <none>
worker-75f95467fc-25rt2                                    1/1     Running             0              20s     172.19.215.26    openstudio-179d-worker-9rtc4-nnnhl   <none>           <none>
worker-75f95467fc-26fng                                    1/1     Terminating         0              86m     172.17.214.152   openstudio-179d-worker-9rtc4-hz854   <none>           <none>
worker-75f95467fc-26fz6                                    1/1     Running             0              113m    172.18.84.205    openstudio-179d-worker-9rtc4-xrdxf   <none>           <none>
worker-75f95467fc-26kln                                    1/1     Terminating         0              140m    172.22.144.197   openstudio-179d-worker-9rtc4-cq8z2   <none>           <none>
worker-75f95467fc-27hhh                                    1/1     Terminating         0              112m    172.18.193.65    openstudio-179d-worker-9rtc4-pmfzl   <none>           <none>
worker-75f95467fc-28n8w                                    1/1     Terminating         0              85m     172.21.219.132   openstudio-179d-worker-9rtc4-hksr2   <none>           <none>
worker-75f95467fc-292vq                                    1/1     Terminating         0              86m     172.22.123.67    openstudio-179d-worker-9rtc4-x5w9k   <none>           <none>
worker-75f95467fc-29g4b                                    1/1     Terminating         0              86m     172.23.192.150   openstudio-179d-worker-9rtc4-blz8r   <none>           <none>
worker-75f95467fc-29k9v                                    1/1     Terminating         0              85m     172.17.107.4     openstudio-179d-worker-9rtc4-mrc6q   <none>           <none>
worker-75f95467fc-29w2p                                    1/1     Terminating         0              86m     172.18.41.22     openstudio-179d-worker-9rtc4-zc87d   <none>           <none>
worker-75f95467fc-2b6vn                                    1/1     Running             0              86m     172.19.136.216   openstudio-179d-worker-9rtc4-4hspr   <none>           <none>
worker-75f95467fc-2c57d                                    1/1     Running             0              3m21s   172.23.67.217    openstudio-179d-worker-9rtc4-mftnc   <none>           <none>
worker-75f95467fc-2c99h                                    1/1     Terminating         0              113m    172.16.183.210   openstudio-179d-worker-9rtc4-9nfhj   <none>           <none>
worker-75f95467fc-2cs9t                                    1/1     Terminating         0              112m    172.23.16.201    openstudio-179d-worker-9rtc4-j6zt2   <none>           <none>
worker-75f95467fc-2fqbs                                    1/1     Terminating         0              86m     172.19.213.86    openstudio-179d-worker-9rtc4-7lfrf   <none>           <none>
worker-75f95467fc-2g49f                                    1/1     Terminating         0              86m     172.18.13.216    openstudio-179d-worker-9rtc4-7wpw9   <none>           <none>
worker-75f95467fc-2hjpx                                    1/1     Terminating         0              85m     172.22.47.78     openstudio-179d-worker-9rtc4-hdl6c   <none>           <none>
worker-75f95467fc-2jbr6                                    1/1     Terminating         0              112m    172.18.254.78    openstudio-179d-worker-9rtc4-h9m98   <none>           <none>
worker-75f95467fc-2jsd8                                    1/1     Running             0              145m    172.18.134.130   openstudio-179d-worker-9rtc4-c2snr   <none>           <none>
worker-75f95467fc-2jx65                                    1/1     Terminating         0              86m     172.23.192.154   openstudio-179d-worker-9rtc4-blz8r   <none>           <none>
worker-75f95467fc-2ktnm                                    1/1     Running             1 (147m ago)   161m    172.21.9.201     openstudio-179d-worker-9rtc4-cwwt4   <none>           <none>
worker-75f95467fc-2lgxb                                    1/1     Terminating         0              113m    172.19.213.69    openstudio-179d-worker-9rtc4-7lfrf   <none>           <none>
worker-75f95467fc-2lz5q                                    1/1     Terminating         0              86m     172.17.231.25    openstudio-179d-worker-9rtc4-2fbn5   <none>           <none>
worker-75f95467fc-2mb62                                    1/1     Terminating         0              157m    172.22.46.193    openstudio-179d-worker-9rtc4-25f8j   <none>           <none>
worker-75f95467fc-2mhc2                                    1/1     Terminating         0              112m    172.19.170.138   openstudio-179d-worker-9rtc4-j22f2   <none>           <none>
worker-75f95467fc-2mqdp                                    1/1     Terminating         0              112m    172.21.77.131    openstudio-179d-worker-9rtc4-4rntj   <none>           <none>
worker-75f95467fc-2n7n7                                    1/1     Running             0              112m    172.18.193.66    openstudio-179d-worker-9rtc4-pmfzl   <none>           <none>
worker-75f95467fc-2p2zn                                    1/1     Terminating         0              86m     172.21.207.219   openstudio-179d-worker-9rtc4-gb9sj   <none>           <none>
worker-75f95467fc-2p7mm                                    1/1     Running             1 (147m ago)   161m    172.22.200.135   openstudio-179d-worker-9rtc4-fxpk7   <none>           <none>
worker-75f95467fc-2p8pc                                    1/1     Terminating         0              86m     172.18.18.86     openstudio-179d-worker-9rtc4-wxtx7   <none>           <none>
worker-75f95467fc-2phds                                    1/1     Running             0              113m    172.23.143.139   openstudio-179d-worker-9rtc4-pv7qr   <none>           <none>
worker-75f95467fc-2pl4s                                    1/1     Terminating         0              86m     172.16.151.147   openstudio-179d-worker-9rtc4-fmd5j   <none>           <none>
worker-75f95467fc-2pnd7                                    1/1     Terminating         0              112m    172.23.54.8      openstudio-179d-worker-9rtc4-vwpvh   <none>           <none>
worker-75f95467fc-2pnzn                                    1/1     Terminating         0              86m     172.22.123.71    openstudio-179d-worker-9rtc4-x5w9k   <none>           <none>
worker-75f95467fc-2rh2j                                    1/1     Running             0              134m    172.17.122.129   openstudio-179d-worker-9rtc4-7fstz   <none>           <none>
worker-75f95467fc-2rvlz                                    1/1     Terminating         0              86m     172.19.136.215   openstudio-179d-worker-9rtc4-4hspr   <none>           <none>
worker-75f95467fc-2shbq                                    1/1     Terminating         0              113m    172.17.200.70    openstudio-179d-worker-9rtc4-lqgw6   <none>           <none>
worker-75f95467fc-2stxh                                    1/1     Terminating         0              112m    172.23.113.12    openstudio-179d-worker-9rtc4-xw5d5   <none>           <none>
worker-75f95467fc-2t28m                                    1/1     Running             0              112m    172.23.143.134   openstudio-179d-worker-9rtc4-pv7qr   <none>           <none>
worker-75f95467fc-2t2kp                                    1/1     Terminating         0              113m    172.19.249.194   openstudio-179d-worker-9rtc4-jfql2   <none>           <none>
worker-75f95467fc-2tjkg                                    1/1     Terminating         0              113m    172.17.209.71    openstudio-179d-worker-9rtc4-knvb9   <none>           <none>
worker-75f95467fc-2vxjm                                    1/1     Terminating         0              86m     172.22.82.23     openstudio-179d-worker-9rtc4-wf7lx   <none>           <none>
worker-75f95467fc-2wmns                                    1/1     Terminating         0              85m     172.19.104.208   openstudio-179d-web-tq5p9-mrcgs      <none>           <none>
worker-75f95467fc-45n9j                                    1/1     Running             0              86m     172.17.113.78    openstudio-179d-worker-9rtc4-hv4zz   <none>           <none>
worker-75f95467fc-46brf                                    1/1     Terminating         0              85m     172.22.64.75     openstudio-179d-worker-9rtc4-hjgnv   <none>           <none>
worker-75f95467fc-46ngc                                    1/1     Terminating         0              85m     172.19.104.196   openstudio-179d-web-tq5p9-mrcgs      <none>           <none>
worker-75f95467fc-46zd9                                    1/1     Terminating         0              113m    172.20.242.205   openstudio-179d-worker-9rtc4-cbl4x   <none>           <none>
worker-75f95467fc-47br4                                    1/1     Terminating         0              112m    172.17.86.192    openstudio-179d-worker-9rtc4-6dnh2   <none>           <none>
worker-75f95467fc-47jpl                                    1/1     Terminating         0              85m     172.21.116.140   openstudio-179d-worker-9rtc4-g7dzg   <none>           <none>
worker-75f95467fc-48cdx                                    1/1     Terminating         0              86m     172.23.255.212   openstudio-179d-worker-9rtc4-bpbnw   <none>           <none>
worker-75f95467fc-48n5j                                    1/1     Terminating         0              86m     172.16.195.83    openstudio-179d-worker-9rtc4-xqpr4   <none>           <none>
worker-75f95467fc-48tsk                                    1/1     Terminating         0              86m     172.23.182.120   openstudio-179d-web-tq5p9-v5jpg      <none>           <none>
worker-75f95467fc-49rb6                                    1/1     Terminating         0              86m     172.19.209.212   openstudio-179d-worker-9rtc4-8vw2k   <none>           <none>
worker-75f95467fc-4b9wg                                    1/1     Terminating         0              86m     172.18.157.130   openstudio-179d-worker-9rtc4-572ps   <none>           <none>
worker-75f95467fc-4bq25                                    1/1     Terminating         0              86m     172.23.182.125   openstudio-179d-web-tq5p9-v5jpg      <none>           <none>
worker-75f95467fc-4cvdk                                    1/1     Running             0              86m     172.17.17.196    openstudio-179d-worker-9rtc4-zbpkv   <none>           <none>
worker-75f95467fc-4cxj4                                    1/1     Terminating         0              85m     172.21.48.203    openstudio-179d-worker-9rtc4-4xwmp   <none>           <none>
worker-75f95467fc-4df46                                    1/1     Running             0              112m    172.21.77.130    openstudio-179d-worker-9rtc4-4rntj   <none>           <none>
worker-75f95467fc-4dg5q                                    1/1     Terminating         0              86m     172.17.88.148    openstudio-179d-worker-9rtc4-mdb5p   <none>           <none>
worker-75f95467fc-4dtpr                                    1/1     Terminating         0              86m     172.23.73.218    openstudio-179d-worker-9rtc4-qqnl4   <none>           <none>
worker-75f95467fc-4f4md                                    1/1     Running             0              86m     172.21.187.3     openstudio-179d-worker-9rtc4-2qrr2   <none>           <none>
worker-75f95467fc-4fqbg                                    1/1     Terminating         0              86m     172.17.87.24     openstudio-179d-worker-9rtc4-msgfj   <none>           <none>
worker-75f95467fc-4fs7z                                    1/1     Terminating         0              113m    172.23.148.77    openstudio-179d-worker-9rtc4-255cv   <none>           <none>
worker-75f95467fc-4fz8t                                    1/1     Terminating         0              86m     172.16.251.212   openstudio-179d-worker-9rtc4-m62ff   <none>           <none>
worker-75f95467fc-4g7dg                                    1/1     Terminating         0              86m     172.18.70.153    openstudio-179d-worker-9rtc4-46rwz   <none>           <none>
worker-75f95467fc-4gtf8                                    1/1     Terminating         0              85m     172.19.70.194    openstudio-179d-worker-9rtc4-bs8zh   <none>           <none>
worker-75f95467fc-4gwcd                                    1/1     Terminating         0              112m    172.21.247.202   openstudio-179d-worker-9rtc4-hzpmd   <none>           <none>
worker-75f95467fc-4hdzr                                    1/1     Terminating         0              86m     172.17.220.19    openstudio-179d-worker-9rtc4-f2tmk   <none>           <none>
worker-75f95467fc-4jdwz                                    1/1     Terminating         0              86m     172.23.73.211    openstudio-179d-worker-9rtc4-qqnl4   <none>           <none>
worker-75f95467fc-4lkpr                                    1/1     Running             0              86m     172.18.28.198    openstudio-179d-worker-9rtc4-jgqhx   <none>           <none>
worker-75f95467fc-4ms2d                                    1/1     Running             0              112m    172.21.48.15     openstudio-179d-worker-9rtc4-ttvfs   <none>           <none>
worker-75f95467fc-4nsgw                                    1/1     Running             0              85m     172.22.47.65     openstudio-179d-worker-9rtc4-hdl6c   <none>           <none>
worker-75f95467fc-4nth4                                    1/1     Terminating         0              86m     172.17.171.152   openstudio-179d-web-tq5p9-w952x      <none>           <none>
worker-75f95467fc-4pn9q                                    1/1     Terminating         0              112m    172.19.121.133   openstudio-179d-worker-9rtc4-bq8cq   <none>           <none>
worker-75f95467fc-4q92p                                    1/1     Running             0              161m    172.19.154.5     openstudio-179d-worker-9rtc4-wjzm6   <none>           <none>
worker-75f95467fc-4qjxw                                    1/1     Running             0              86m     172.18.28.196    openstudio-179d-worker-9rtc4-jgqhx   <none>           <none>
worker-75f95467fc-4shp7                                    1/1     Terminating         0              86m     172.22.187.152   openstudio-179d-worker-9rtc4-nhmpl   <none>           <none>
worker-75f95467fc-4sp44                                    1/1     Terminating         0              86m     172.23.182.93    openstudio-179d-web-tq5p9-v5jpg      <none>           <none>
worker-75f95467fc-4sxlp                                    1/1     Running             0              112m    172.19.121.137   openstudio-179d-worker-9rtc4-bq8cq   <none>           <none>
worker-75f95467fc-4tfsb                                    1/1     Terminating         0              86m     172.20.242.89    openstudio-179d-worker-9rtc4-pl94r   <none>           <none>
worker-75f95467fc-4tjl8                                    1/1     Terminating         0              86m     172.20.51.198    openstudio-179d-worker-9rtc4-pbqpm   <none>           <none>
worker-75f95467fc-4tt6t                                    1/1     Terminating         0              40m     172.20.203.16    openstudio-179d-worker-9rtc4-tnv42   <none>           <none>
worker-75f95467fc-4wf54                                    1/1     Running             0              86m     172.23.196.87    openstudio-179d-worker-9rtc4-77ssn   <none>           <none>
worker-75f95467fc-4wjzx                                    1/1     Terminating         0              86m     172.17.42.87     openstudio-179d-worker-9rtc4-m2f76   <none>           <none>
worker-75f95467fc-4wkg8                                    1/1     Terminating         0              86m     172.23.182.88    openstudio-179d-web-tq5p9-v5jpg      <none>           <none>
worker-75f95467fc-4z24k                                    1/1     Running             0              113m    172.23.148.75    openstudio-179d-worker-9rtc4-255cv   <none>           <none>
worker-75f95467fc-4zkj4                                    1/1     Terminating         0              86m     172.19.209.211   openstudio-179d-worker-9rtc4-8vw2k   <none>           <none>
worker-75f95467fc-4zr2r                                    1/1     Terminating         0              86m     172.19.208.219   openstudio-179d-worker-9rtc4-lz8v6   <none>           <none>
worker-75f95467fc-4zskp                                    1/1     Terminating         0              86m     172.18.70.148    openstudio-179d-worker-9rtc4-46rwz   <none>           <none>
worker-75f95467fc-52fg2                                    1/1     Running             0              86m     172.23.255.213   openstudio-179d-worker-9rtc4-bpbnw   <none>           <none>
worker-75f95467fc-545xt                                    1/1     Running             0              112m    172.21.37.3      openstudio-179d-worker-9rtc4-rh8zf   <none>           <none>
worker-75f95467fc-54hv8                                    1/1     Terminating         0              113m    172.21.247.205   openstudio-179d-worker-9rtc4-hzpmd   <none>           <none>
worker-75f95467fc-54rbs                                    1/1     Running             0              86m     172.20.74.216    openstudio-179d-worker-9rtc4-wv9zc   <none>           <none>
worker-75f95467fc-5552z                                    1/1     Terminating         0              86m     172.18.28.204    openstudio-179d-worker-9rtc4-jgqhx   <none>           <none>
worker-75f95467fc-55sg4                                    1/1     Running             0              86m     172.21.48.23     openstudio-179d-worker-9rtc4-ttvfs   <none>           <none>
worker-75f95467fc-56h2z                                    1/1     Terminating         0              85m     172.19.70.204    openstudio-179d-worker-9rtc4-bs8zh   <none>           <none>
worker-75f95467fc-56mjh                                    1/1     Terminating         0              85m     172.21.116.133   openstudio-179d-worker-9rtc4-g7dzg   <none>           <none>
worker-75f95467fc-56vbq                                    1/1     Terminating         0              86m     172.23.192.149   openstudio-179d-worker-9rtc4-blz8r   <none>           <none>
worker-75f95467fc-5798m                                    1/1     Terminating         0              113m    172.22.117.76    openstudio-179d-worker-9rtc4-w449s   <none>           <none>
worker-75f95467fc-57b6m                                    1/1     Terminating         0              134m    172.17.122.135   openstudio-179d-worker-9rtc4-7fstz   <none>           <none>
worker-75f95467fc-57bm4                                    1/1     Terminating         0              134m    172.17.238.139   openstudio-179d-worker-9rtc4-xf56b   <none>           <none>
worker-75f95467fc-57bwn                                    1/1     Terminating         0              86m     172.17.55.152    openstudio-179d-worker-9rtc4-nwmrj   <none>           <none>
