NAME                                                       READY   STATUS              RESTARTS       AGE     IP               NODE                                 NOMINATED NODE   READINESS GATES
worker-75f95467fc-8q8j6                                    1/1     Terminating         0              161m    172.22.200.136   openstudio-179d-worker-9rtc4-fxpk7   <none>           <none>
worker-75f95467fc-8rpj2                                    1/1     Terminating         0              112m    172.16.32.6      openstudio-179d-worker-9rtc4-8ltrg   <none>           <none>
worker-75f95467fc-8s6hh                                    1/1     Running             0              86m     172.16.26.154    openstudio-179d-worker-9rtc4-sj8bg   <none>           <none>
worker-75f95467fc-8tscs                                    1/1     Terminating         0              113m    172.19.87.200    openstudio-179d-worker-9rtc4-2zgh8   <none>           <none>
worker-75f95467fc-8vcrg                                    1/1     Terminating         0              86m     172.19.209.214   openstudio-179d-worker-9rtc4-8vw2k   <none>           <none>
worker-75f95467fc-8vjq2                                    1/1     Running             0              86m     172.19.17.86     openstudio-179d-worker-9rtc4-dnpwt   <none>           <none>
worker-75f95467fc-8wlmc                                    1/1     Running             0              86m     172.23.134.216   openstudio-179d-worker-9rtc4-rj7mk   <none>           <none>
worker-75f95467fc-8wvkg                                    1/1     Terminating         0              112m    172.19.249.66    openstudio-179d-worker-9rtc4-vjtx2   <none>           <none>
worker-75f95467fc-8xclj                                    1/1     Terminating         0              113m    172.21.27.7      openstudio-179d-worker-9rtc4-q8lhf   <none>           <none>
worker-75f95467fc-8xf6m                                    1/1     Terminating         0              85m     172.21.191.70    openstudio-179d-worker-9rtc4-z9cln   <none>           <none>
worker-75f95467fc-8zbm8                                    1/1     Running             0              112m    172.17.86.194    openstudio-179d-worker-9rtc4-6dnh2   <none>           <none>
worker-75f95467fc-8zg69                                    1/1     Running             0              85m     172.19.70.195    openstudio-179d-worker-9rtc4-bs8zh   <none>           <none>
worker-75f95467fc-92ht4                                    1/1     Running             0              86m     172.17.17.202    openstudio-179d-worker-9rtc4-zbpkv   <none>           <none>
worker-75f95467fc-92mp8                                    1/1     Terminating         0              112m    172.23.16.193    openstudio-179d-worker-9rtc4-j6zt2   <none>           <none>
worker-75f95467fc-92p89                                    1/1     Terminating         0              86m     172.22.82.25     openstudio-179d-worker-9rtc4-wf7lx   <none>           <none>
worker-75f95467fc-942gf                                    1/1     Terminating         0              134m    172.16.183.200   openstudio-179d-worker-9rtc4-9nfhj   <none>           <none>
worker-75f95467fc-94kd6                                    1/1     Terminating         0              86m     172.19.208.218   openstudio-179d-worker-9rtc4-lz8v6   <none>           <none>
worker-75f95467fc-94tm7                                    1/1     Terminating         0              86m     172.22.145.217   openstudio-179d-worker-9rtc4-6t5vf   <none>           <none>
worker-75f95467fc-95487                                    1/1     Terminating         0              86m     172.17.42.89     openstudio-179d-worker-9rtc4-m2f76   <none>           <none>
worker-75f95467fc-96248                                    1/1     Terminating         0              112m    172.18.131.77    openstudio-179d-worker-9rtc4-g5kmv   <none>           <none>
worker-75f95467fc-96fkp                                    1/1     Running             0              86m     172.18.12.220    openstudio-179d-worker-9rtc4-zngnp   <none>           <none>
worker-75f95467fc-96qgv                                    1/1     Terminating         0              86m     172.21.187.10    openstudio-179d-worker-9rtc4-2qrr2   <none>           <none>
worker-75f95467fc-96qmb                                    1/1     Terminating         0              86m     172.21.50.217    openstudio-179d-worker-9rtc4-45l6d   <none>           <none>
worker-75f95467fc-982rz                                    1/1     Terminating         0              86m     172.19.146.21    openstudio-179d-worker-9rtc4-6p9bz   <none>           <none>
worker-75f95467fc-98lh7                                    1/1     Terminating         0              86m     172.17.87.25     openstudio-179d-worker-9rtc4-msgfj   <none>           <none>
worker-75f95467fc-99blt                                    1/1     Terminating         0              45m     172.16.171.16    openstudio-179d-worker-9rtc4-pqsdz   <none>           <none>
worker-75f95467fc-99bp7                                    1/1     Terminating         0              162m    172.16.157.91    openstudio-179d-worker-9rtc4-qzrnh   <none>           <none>
worker-75f95467fc-9bzrv                                    1/1     Running             0              86m     172.21.130.23    openstudio-179d-worker-9rtc4-shqhn   <none>           <none>
worker-75f95467fc-9cg65                                    1/1     Terminating         0              86m     172.22.145.211   openstudio-179d-worker-9rtc4-6t5vf   <none>           <none>
worker-75f95467fc-9ckdd                                    1/1     Terminating         0              86m     172.22.193.217   openstudio-179d-worker-9rtc4-fqjr2   <none>           <none>
worker-75f95467fc-9d5vl                                    1/1     Terminating         0              86m     172.23.118.83    openstudio-179d-worker-9rtc4-tsmrh   <none>           <none>
worker-75f95467fc-9d67p                                    1/1     Terminating         0              86m     172.23.73.219    openstudio-179d-worker-9rtc4-qqnl4   <none>           <none>
worker-75f95467fc-9f262                                    1/1     Terminating         0              112m    172.21.27.4      openstudio-179d-worker-9rtc4-q8lhf   <none>           <none>
worker-75f95467fc-9gqt6                                    1/1     Running             0              86m     172.22.213.217   openstudio-179d-worker-9rtc4-jmglf   <none>           <none>
worker-75f95467fc-9gs4s                                    1/1     Terminating         0              112m    172.16.32.4      openstudio-179d-worker-9rtc4-8ltrg   <none>           <none>
worker-75f95467fc-9hrxl                                    1/1     Running             0              86m     172.22.201.142   openstudio-179d-worker-9rtc4-wl7tq   <none>           <none>
worker-75f95467fc-9j4gq                                    1/1     Terminating         0              86m     172.22.237.84    openstudio-179d-worker-9rtc4-zfv7b   <none>           <none>
worker-75f95467fc-9jjmr                                    1/1     Running             0              5m36s   172.21.195.27    openstudio-179d-worker-9rtc4-s6dgq   <none>           <none>
worker-75f95467fc-9jqpm                                    1/1     Running             0              86m     172.22.230.149   openstudio-179d-worker-9rtc4-rknvm   <none>           <none>
worker-75f95467fc-9jv7w                                    1/1     Terminating         0              86m     172.16.229.147   openstudio-179d-worker-9rtc4-q2jlk   <none>           <none>
worker-75f95467fc-9kh88                                    1/1     Terminating         0              86m     172.17.88.154    openstudio-179d-worker-9rtc4-mdb5p   <none>           <none>
worker-75f95467fc-9khfx                                    1/1     Running             0              145m    172.18.134.140   openstudio-179d-worker-9rtc4-c2snr   <none>           <none>
worker-75f95467fc-9kl88                                    1/1     Terminating         0              86m     172.16.251.211   openstudio-179d-worker-9rtc4-m62ff   <none>           <none>
worker-75f95467fc-9l8xb                                    1/1     Running             0              86m     172.17.214.147   openstudio-179d-worker-9rtc4-hz854   <none>           <none>
worker-75f95467fc-9lnpk                                    1/1     Terminating         0              113m    172.19.154.197   openstudio-179d-worker-9rtc4-dt2bt   <none>           <none>
worker-75f95467fc-9n2bc                                    1/1     Terminating         0              86m     172.19.17.84     openstudio-179d-worker-9rtc4-dnpwt   <none>           <none>
worker-75f95467fc-9n5p6                                    1/1     Terminating         0              86m     172.23.192.147   openstudio-179d-worker-9rtc4-blz8r   <none>           <none>
worker-75f95467fc-9nnps                                    1/1     Terminating         0              112m    172.18.104.1     openstudio-179d-worker-9rtc4-jkmgk   <none>           <none>
worker-75f95467fc-9pnlf                                    1/1     Terminating         0              112m    172.21.69.68     openstudio-179d-worker-9rtc4-fvs4q   <none>           <none>
worker-75f95467fc-9qq4p                                    1/1     Running             0              86m     172.17.231.19    openstudio-179d-worker-9rtc4-2fbn5   <none>           <none>
worker-75f95467fc-9r8gx                                    1/1     Terminating         0              112m    172.21.77.136    openstudio-179d-worker-9rtc4-4rntj   <none>           <none>
worker-75f95467fc-9rqsk                                    1/1     Running             0              113m    172.19.82.199    openstudio-179d-worker-9rtc4-xkk2q   <none>           <none>
worker-75f95467fc-9rrvn                                    1/1     Terminating         1 (153m ago)   162m    172.19.135.159   openstudio-179d-worker-9rtc4-hcnbl   <none>           <none>
worker-75f95467fc-9sd7m                                    1/1     Terminating         0              86m     172.18.188.219   openstudio-179d-worker-9rtc4-8hkw4   <none>           <none>
worker-75f95467fc-9spz8                                    1/1     Terminating         0              162m    172.16.157.92    openstudio-179d-worker-9rtc4-qzrnh   <none>           <none>
worker-75f95467fc-9swsz                                    1/1     Terminating         0              38m     172.22.69.137    openstudio-179d-worker-9rtc4-964ml   <none>           <none>
worker-75f95467fc-9t574                                    1/1     Terminating         0              86m     172.23.196.83    openstudio-179d-worker-9rtc4-77ssn   <none>           <none>
worker-75f95467fc-9tlvb                                    1/1     Terminating         0              112m    172.23.54.11     openstudio-179d-worker-9rtc4-vwpvh   <none>           <none>
worker-75f95467fc-9v4c5                                    1/1     Terminating         0              86m     172.19.78.23     openstudio-179d-worker-9rtc4-9nwln   <none>           <none>
worker-75f95467fc-9vw6s                                    1/1     Running             0              86m     172.19.17.87     openstudio-179d-worker-9rtc4-dnpwt   <none>           <none>
worker-75f95467fc-9w7pc                                    1/1     Running             0              113m    172.18.84.206    openstudio-179d-worker-9rtc4-xrdxf   <none>           <none>
worker-75f95467fc-9wbnm                                    1/1     Running             0              86m     172.18.171.141   openstudio-179d-worker-9rtc4-xpf84   <none>           <none>
worker-75f95467fc-9wgfs                                    1/1     Running             0              86m     172.18.13.217    openstudio-179d-worker-9rtc4-7wpw9   <none>           <none>
worker-75f95467fc-9x29k                                    1/1     Terminating         0              113m    172.17.57.132    openstudio-179d-worker-9rtc4-r4q27   <none>           <none>
worker-75f95467fc-9x2zm                                    1/1     Running             0              86m     172.23.196.90    openstudio-179d-worker-9rtc4-77ssn   <none>           <none>
worker-75f95467fc-9z8km                                    1/1     Terminating         0              86m     172.17.42.83     openstudio-179d-worker-9rtc4-m2f76   <none>           <none>
worker-75f95467fc-9zmtx                                    1/1     Terminating         0              145m    172.18.134.143   openstudio-179d-worker-9rtc4-c2snr   <none>           <none>
worker-75f95467fc-b256g                                    1/1     Terminating         0              86m     172.23.52.71     openstudio-179d-worker-9rtc4-267h2   <none>           <none>
worker-75f95467fc-b29gc                                    1/1     Terminating         0              86m     172.21.48.20     openstudio-179d-worker-9rtc4-ttvfs   <none>           <none>
worker-75f95467fc-b2pj4                                    1/1     Terminating         0              86m     172.17.17.195    openstudio-179d-worker-9rtc4-zbpkv   <none>           <none>
worker-75f95467fc-b2rvh                                    1/1     Terminating         0              86m     172.18.157.138   openstudio-179d-worker-9rtc4-572ps   <none>           <none>
worker-75f95467fc-b4h9s                                    1/1     Running             0              7m7s    172.18.41.28     openstudio-179d-worker-9rtc4-zc87d   <none>           <none>
worker-75f95467fc-b4jjx                                    1/1     Terminating         0              86m     172.18.18.87     openstudio-179d-worker-9rtc4-wxtx7   <none>           <none>
worker-75f95467fc-b68sn                                    1/1     Terminating         0              86m     172.23.94.132    openstudio-179d-worker-9rtc4-bzvqk   <none>           <none>
worker-75f95467fc-b6p9d                                    1/1     Running             0              86m     172.18.171.138   openstudio-179d-worker-9rtc4-xpf84   <none>           <none>
worker-75f95467fc-b798c                                    1/1     Terminating         0              113m    172.19.249.204   openstudio-179d-worker-9rtc4-jfql2   <none>           <none>
worker-75f95467fc-b89bx                                    1/1     Terminating         0              112m    172.23.16.198    openstudio-179d-worker-9rtc4-j6zt2   <none>           <none>
worker-75f95467fc-b8c4x                                    1/1     Terminating         0              112m    172.23.54.10     openstudio-179d-worker-9rtc4-vwpvh   <none>           <none>
worker-75f95467fc-b8wqr                                    1/1     Terminating         0              113m    172.17.209.68    openstudio-179d-worker-9rtc4-knvb9   <none>           <none>
worker-75f95467fc-b9ztj                                    1/1     Terminating         0              113m    172.20.144.140   openstudio-179d-worker-9rtc4-p7plj   <none>           <none>
worker-75f95467fc-bdl5q                                    1/1     Terminating         0              113m    172.19.154.201   openstudio-179d-worker-9rtc4-dt2bt   <none>           <none>
worker-75f95467fc-bdlj6                                    1/1     Terminating         0              85m     172.21.219.130   openstudio-179d-worker-9rtc4-hksr2   <none>           <none>
worker-75f95467fc-bf2kz                                    1/1     Terminating         0              86m     172.16.251.214   openstudio-179d-worker-9rtc4-m62ff   <none>           <none>
worker-75f95467fc-bf88t                                    1/1     Terminating         0              86m     172.21.27.20     openstudio-179d-worker-9rtc4-q8lhf   <none>           <none>
worker-75f95467fc-bf8n7                                    1/1     Running             0              86m     172.18.188.215   openstudio-179d-worker-9rtc4-8hkw4   <none>           <none>
worker-75f95467fc-bfr49                                    1/1     Terminating         0              113m    172.17.200.67    openstudio-179d-worker-9rtc4-lqgw6   <none>           <none>
worker-75f95467fc-bghm6                                    1/1     Terminating         0              134m    172.17.122.140   openstudio-179d-worker-9rtc4-7fstz   <none>           <none>
worker-75f95467fc-bhpsz                                    1/1     Terminating         0              85m     172.19.104.215   openstudio-179d-web-tq5p9-mrcgs      <none>           <none>
worker-75f95467fc-bhqdb                                    1/1     Terminating         0              86m     172.19.56.69     openstudio-179d-worker-9rtc4-9fqc7   <none>           <none>
worker-75f95467fc-bj87z                                    1/1     Terminating         0              86m     172.21.48.21     openstudio-179d-worker-9rtc4-ttvfs   <none>           <none>
worker-75f95467fc-bjlj7                                    1/1     Running             0              86m     172.22.193.212   openstudio-179d-worker-9rtc4-fqjr2   <none>           <none>
worker-75f95467fc-bjvrh                                    1/1     Terminating         0              113m    172.17.209.76    openstudio-179d-worker-9rtc4-knvb9   <none>           <none>
worker-75f95467fc-bjwmc                                    1/1     Terminating         0              86m     172.16.35.152    openstudio-179d-worker-9rtc4-h457w   <none>           <none>
worker-75f95467fc-bk5p2                                    1/1     Running             0              85m     172.20.24.207    openstudio-179d-worker-9rtc4-6qt9b   <none>           <none>
worker-75f95467fc-bkf58                                    1/1     Terminating         0              86m     172.21.50.213    openstudio-179d-worker-9rtc4-45l6d   <none>           <none>
worker-75f95467fc-bkjqg                                    1/1     Terminating         0              113m    172.19.249.200   openstudio-179d-worker-9rtc4-jfql2   <none>           <none>
worker-75f95467fc-bl9qf                                    1/1     Running             0              86m     172.22.145.212   openstudio-179d-worker-9rtc4-6t5vf   <none>           <none>
worker-75f95467fc-blp2d                                    1/1     Running             0              3m36s   172.18.12.221    openstudio-179d-worker-9rtc4-zngnp   <none>           <none>
worker-75f95467fc-bn84c                                    1/1     Terminating         0              86m     172.21.207.215   openstudio-179d-worker-9rtc4-gb9sj   <none>           <none>
worker-75f95467fc-bnvkr                                    1/1     Terminating         0              85m     172.19.136.7     openstudio-179d-worker-9rtc4-d8tkm   <none>           <none>
worker-75f95467fc-bp4j2                                    1/1     Terminating         0              134m    172.16.183.203   openstudio-179d-worker-9rtc4-9nfhj   <none>           <none>
worker-75f95467fc-bp6hr                                    1/1     Terminating         0              86m     172.19.209.216   openstudio-179d-worker-9rtc4-8vw2k   <none>           <none>
worker-75f95467fc-bpbzn                                    1/1     Terminating         0              86m     172.18.13.215    openstudio-179d-worker-9rtc4-7wpw9   <none>           <none>
worker-75f95467fc-bqfl6                                    1/1     Terminating         0              85m     172.18.195.200   openstudio-179d-worker-9rtc4-64t6m   <none>           <none>
worker-75f95467fc-bqzbs                                    1/1     Running             0              113m    172.21.37.11     openstudio-179d-worker-9rtc4-rh8zf   <none>           <none>
worker-75f95467fc-brbkx                                    1/1     Terminating         0              86m     172.20.168.22    openstudio-179d-worker-9rtc4-46hcl   <none>           <none>
worker-75f95467fc-brz97                                    1/1     Running             1 (142m ago)   153m    172.20.87.11     openstudio-179d-worker-9rtc4-j76nc   <none>           <none>
worker-75f95467fc-bs8qf                                    1/1     Terminating         0              138m    172.22.144.206   openstudio-179d-worker-9rtc4-cq8z2   <none>           <none>
worker-75f95467fc-bsnwg                                    1/1     Running             0              86m     172.16.195.87    openstudio-179d-worker-9rtc4-xqpr4   <none>           <none>
worker-75f95467fc-btfs5                                    1/1     Terminating         0              86m     172.19.170.84    openstudio-179d-worker-9rtc4-wsct2   <none>           <none>
worker-75f95467fc-bv56s                                    1/1     Running             0              113m    172.17.57.139    openstudio-179d-worker-9rtc4-r4q27   <none>           <none>
worker-75f95467fc-bv7hz                                    1/1     Running             0              86m     172.22.145.215   openstudio-179d-worker-9rtc4-6t5vf   <none>           <none>
worker-75f95467fc-bv7pc                                    1/1     Running             0              111s    172.21.111.27    openstudio-179d-worker-9rtc4-4h7g9   <none>           <none>
worker-75f95467fc-bv97x                                    1/1     Terminating         0              86m     172.21.50.215    openstudio-179d-worker-9rtc4-45l6d   <none>           <none>
worker-75f95467fc-bvh6k                                    1/1     Terminating         0              86m     172.18.219.151   openstudio-179d-worker-9rtc4-kd9zt   <none>           <none>
worker-75f95467fc-bwcgb                                    1/1     Terminating         0              140m    172.22.144.198   openstudio-179d-worker-9rtc4-cq8z2   <none>           <none>
worker-75f95467fc-bwl5k                                    1/1     Terminating         0              86m     172.17.55.149    openstudio-179d-worker-9rtc4-nwmrj   <none>           <none>
worker-75f95467fc-bwnf8                                    1/1     Terminating         2 (118m ago)   161m    172.21.9.203     openstudio-179d-worker-9rtc4-cwwt4   <none>           <none>
worker-75f95467fc-bxnxh                                    1/1     Terminating         0              86m     172.21.48.24     openstudio-179d-worker-9rtc4-ttvfs   <none>           <none>
worker-75f95467fc-bzh75                                    1/1     Terminating         0              85m     172.21.191.73    openstudio-179d-worker-9rtc4-z9cln   <none>           <none>
worker-75f95467fc-bzhld                                    1/1     Running             0              86m     172.18.157.135   openstudio-179d-worker-9rtc4-572ps   <none>           <none>
worker-75f95467fc-c24lz                                    1/1     Terminating         0              112m    172.16.38.6      openstudio-179d-worker-9rtc4-svkcm   <none>           <none>
worker-75f95467fc-c2qjr                                    1/1     Terminating         0              86m     172.19.78.21     openstudio-179d-worker-9rtc4-9nwln   <none>           <none>
worker-75f95467fc-c4qjb                                    1/1     Terminating         0              85m     172.17.171.137   openstudio-179d-web-tq5p9-w952x      <none>           <none>
worker-75f95467fc-c5bqk                                    1/1     Terminating         0              85m     172.19.104.200   openstudio-179d-web-tq5p9-mrcgs      <none>           <none>
worker-75f95467fc-c5nlk                                    1/1     Terminating         0              86m     172.16.35.151    openstudio-179d-worker-9rtc4-h457w   <none>           <none>
worker-75f95467fc-c5q4p                                    1/1     Terminating         0              86m     172.21.27.21     openstudio-179d-worker-9rtc4-q8lhf   <none>           <none>
worker-75f95467fc-c69tk                                    1/1     Running             0              86m     172.23.196.26    openstudio-179d-worker-9rtc4-xfwkx   <none>           <none>
worker-75f95467fc-c6f6b                                    1/1     Terminating         0              113m    172.18.254.70    openstudio-179d-worker-9rtc4-h9m98   <none>           <none>
worker-75f95467fc-c6mfd                                    1/1     Terminating         0              85m     172.19.104.201   openstudio-179d-web-tq5p9-mrcgs      <none>           <none>
worker-75f95467fc-c6pb5                                    1/1     Running             0              113m    172.22.117.74    openstudio-179d-worker-9rtc4-w449s   <none>           <none>
worker-75f95467fc-c6wp5                                    1/1     Terminating         0              86m     172.18.18.88     openstudio-179d-worker-9rtc4-wxtx7   <none>           <none>
worker-75f95467fc-c7tsw                                    1/1     Terminating         0              113m    172.19.121.131   openstudio-179d-worker-9rtc4-bq8cq   <none>           <none>
worker-75f95467fc-c82kp                                    1/1     Running             0              85m     172.19.215.70    openstudio-179d-worker-9rtc4-bbjpc   <none>           <none>
worker-75f95467fc-c8mn6                                    1/1     Terminating         0              86m     172.18.12.216    openstudio-179d-worker-9rtc4-zngnp   <none>           <none>
worker-75f95467fc-c8xg8                                    1/1     Terminating         0              86m     172.22.123.70    openstudio-179d-worker-9rtc4-x5w9k   <none>           <none>
worker-75f95467fc-c9lfr                                    1/1     Running             0              86m     172.17.186.5     openstudio-179d-worker-9rtc4-75hqc   <none>           <none>
worker-75f95467fc-c9mn7                                    1/1     Running             0              85m     172.18.198.199   openstudio-179d-worker-9rtc4-w5kdf   <none>           <none>
worker-75f95467fc-c9w2w                                    1/1     Terminating         0              113m    172.17.209.78    openstudio-179d-worker-9rtc4-knvb9   <none>           <none>
worker-75f95467fc-cbjgs                                    1/1     Terminating         1 (152m ago)   162m    172.23.2.155     openstudio-179d-worker-9rtc4-9865m   <none>           <none>
worker-75f95467fc-cc4lq                                    1/1     Terminating         0              112m    172.23.148.71    openstudio-179d-worker-9rtc4-255cv   <none>           <none>
worker-75f95467fc-ccbmf                                    1/1     Terminating         0              113m    172.21.247.197   openstudio-179d-worker-9rtc4-hzpmd   <none>           <none>
worker-75f95467fc-ccvl6                                    1/1     Terminating         0              162m    172.16.157.88    openstudio-179d-worker-9rtc4-qzrnh   <none>           <none>
worker-75f95467fc-cdxjn                                    1/1     Terminating         0              86m     172.18.255.211   openstudio-179d-worker-9rtc4-b464t   <none>           <none>
worker-75f95467fc-cfzw7                                    1/1     Terminating         0              112m    172.23.28.75     openstudio-179d-worker-9rtc4-tfc5b   <none>           <none>
worker-75f95467fc-cg8pc                                    1/1     Running             0              6m38s   172.21.111.26    openstudio-179d-worker-9rtc4-4h7g9   <none>           <none>
worker-75f95467fc-cgrll                                    1/1     Terminating         0              86m     172.18.195.69    openstudio-179d-worker-9rtc4-llk2j   <none>           <none>
worker-75f95467fc-cgtp2                                    1/1     Terminating         0              86m     172.16.127.213   openstudio-179d-worker-9rtc4-kqcnq   <none>           <none>
worker-75f95467fc-cgxd7                                    1/1     Terminating         0              86m     172.20.39.21     openstudio-179d-worker-9rtc4-znps8   <none>           <none>
worker-75f95467fc-ch2q7                                    1/1     Running             0              112m    172.18.131.76    openstudio-179d-worker-9rtc4-g5kmv   <none>           <none>
worker-75f95467fc-chhx2                                    1/1     Terminating         0              113m    172.21.37.0      openstudio-179d-worker-9rtc4-rh8zf   <none>           <none>
worker-75f95467fc-chm5q                                    1/1     Terminating         0              134m    172.17.122.137   openstudio-179d-worker-9rtc4-7fstz   <none>           <none>
worker-75f95467fc-chnqw                                    1/1     Running             0              112m    172.20.18.195    openstudio-179d-worker-9rtc4-x7r4s   <none>           <none>
worker-75f95467fc-chpsj                                    1/1     Terminating         0              86m     172.23.52.73     openstudio-179d-worker-9rtc4-267h2   <none>           <none>
worker-75f95467fc-chsjn                                    1/1     Terminating         0              113m    172.17.57.142    openstudio-179d-worker-9rtc4-r4q27   <none>           <none>
worker-75f95467fc-chzpz                                    1/1     Terminating         0              86m     172.21.207.211   openstudio-179d-worker-9rtc4-gb9sj   <none>           <none>
worker-75f95467fc-cjm9n                                    1/1     Terminating         0              86m     172.17.113.67    openstudio-179d-worker-9rtc4-hv4zz   <none>           <none>
worker-75f95467fc-cjvm7                                    1/1     Terminating         0              86m     172.23.67.215    openstudio-179d-worker-9rtc4-mftnc   <none>           <none>
worker-75f95467fc-ckbzk                                    1/1     Terminating         0              86m     172.17.171.153   openstudio-179d-web-tq5p9-w952x      <none>           <none>
worker-75f95467fc-clj4x                                    1/1     Terminating         0              86m     172.18.70.151    openstudio-179d-worker-9rtc4-46rwz   <none>           <none>
worker-75f95467fc-clkks                                    1/1     Terminating         0              112m    172.17.125.9     openstudio-179d-worker-9rtc4-dnz4l   <none>           <none>
worker-75f95467fc-clvpc                                    1/1     Terminating         0              86m     172.20.74.215    openstudio-179d-worker-9rtc4-wv9zc   <none>           <none>
worker-75f95467fc-cn5pp                                    1/1     Terminating         0              112m    172.18.104.13    openstudio-179d-worker-9rtc4-jkmgk   <none>           <none>
worker-75f95467fc-cqm47                                    1/1     Terminating         0              86m     172.21.130.26    openstudio-179d-worker-9rtc4-shqhn   <none>           <none>
worker-75f95467fc-csdgh                                    1/1     Terminating         0              85m     172.21.48.193    openstudio-179d-worker-9rtc4-4xwmp   <none>           <none>
worker-75f95467fc-ctfrq                                    1/1     Terminating         0              86m     172.18.195.75    openstudio-179d-worker-9rtc4-llk2j   <none>           <none>
worker-75f95467fc-ctnp5                                    1/1     Terminating         0              86m     172.22.193.213   openstudio-179d-worker-9rtc4-fqjr2   <none>           <none>
worker-75f95467fc-ctpr5                                    1/1     Terminating         0              113m    172.20.151.193   openstudio-179d-worker-9rtc4-qk8rq   <none>           <none>
worker-75f95467fc-ctwgl                                    1/1     Terminating         0              85m     172.19.104.207   openstudio-179d-web-tq5p9-mrcgs      <none>           <none>
worker-75f95467fc-cv6jl                                    1/1     Terminating         0              86m     172.22.230.148   openstudio-179d-worker-9rtc4-rknvm   <none>           <none>
worker-75f95467fc-cvt9l                                    1/1     Terminating         0              85m     172.21.191.67    openstudio-179d-worker-9rtc4-z9cln   <none>           <none>
worker-75f95467fc-cw6rq                                    1/1     Terminating         0              112m    172.17.120.68    openstudio-179d-worker-9rtc4-zn5qt   <none>           <none>
worker-75f95467fc-cx69l                                    1/1     Running             0              112m    172.21.77.132    openstudio-179d-worker-9rtc4-4rntj   <none>           <none>
worker-75f95467fc-cxrpx                                    1/1     Terminating         0              112m    172.19.146.14    openstudio-179d-worker-9rtc4-6p9bz   <none>           <none>
worker-75f95467fc-cxxq8                                    1/1     Terminating         0              85m     172.18.198.198   openstudio-179d-worker-9rtc4-w5kdf   <none>           <none>
worker-75f95467fc-czwhs                                    1/1     Running             0              112m    172.18.70.10     openstudio-179d-worker-9rtc4-z46xm   <none>           <none>
worker-75f95467fc-d26rx                                    1/1     Terminating         0              85m     172.20.24.202    openstudio-179d-worker-9rtc4-6qt9b   <none>           <none>
worker-75f95467fc-d29xk                                    1/1     Terminating         0              86m     172.19.17.91     openstudio-179d-worker-9rtc4-dnpwt   <none>           <none>
worker-75f95467fc-d4w5g                                    1/1     Terminating         0              86m     172.18.152.150   openstudio-179d-worker-9rtc4-x5fwc   <none>           <none>
worker-75f95467fc-d57r4                                    1/1     Terminating         0              113m    172.21.37.4      openstudio-179d-worker-9rtc4-rh8zf   <none>           <none>
worker-75f95467fc-d57vq                                    1/1     Terminating         0              86m     172.23.134.219   openstudio-179d-worker-9rtc4-rj7mk   <none>           <none>
worker-75f95467fc-d5pb2                                    1/1     Terminating         0              112m    172.21.69.71     openstudio-179d-worker-9rtc4-fvs4q   <none>           <none>
worker-75f95467fc-d6lkp                                    1/1     Terminating         0              86m     172.23.52.66     openstudio-179d-worker-9rtc4-267h2   <none>           <none>
worker-75f95467fc-d6wqc                                    1/1     Running             0              86m     172.17.220.23    openstudio-179d-worker-9rtc4-f2tmk   <none>           <none>
worker-75f95467fc-d84jd                                    1/1     Terminating         0              86m     172.23.94.142    openstudio-179d-worker-9rtc4-bzvqk   <none>           <none>
worker-75f95467fc-d8wqr                                    1/1     Running             0              86m     172.17.228.91    openstudio-179d-worker-9rtc4-m7r54   <none>           <none>
worker-75f95467fc-d92kw                                    1/1     Terminating         0              110m    172.19.170.142   openstudio-179d-worker-9rtc4-j22f2   <none>           <none>
worker-75f95467fc-dbqtc                                    1/1     Terminating         0              86m     172.18.13.218    openstudio-179d-worker-9rtc4-7wpw9   <none>           <none>
worker-75f95467fc-dc2b4                                    1/1     Terminating         0              86m     172.23.192.152   openstudio-179d-worker-9rtc4-blz8r   <none>           <none>
worker-75f95467fc-dc2pp                                    1/1     Terminating         0              86m     172.21.130.27    openstudio-179d-worker-9rtc4-shqhn   <none>           <none>
worker-75f95467fc-dcp79                                    1/1     Terminating         0              112m    172.18.193.70    openstudio-179d-worker-9rtc4-pmfzl   <none>           <none>
worker-75f95467fc-dcz5j                                    1/1     Running             0              112m    172.19.154.198   openstudio-179d-worker-9rtc4-dt2bt   <none>           <none>
worker-75f95467fc-dd5zp                                    1/1     Terminating         0              112m    172.20.151.200   openstudio-179d-worker-9rtc4-qk8rq   <none>           <none>
worker-75f95467fc-ddxgd                                    1/1     Running             0              86m     172.17.17.198    openstudio-179d-worker-9rtc4-zbpkv   <none>           <none>
worker-75f95467fc-dflmr                                    1/1     Terminating         0              45m     172.16.171.17    openstudio-179d-worker-9rtc4-pqsdz   <none>           <none>
worker-75f95467fc-dflst                                    1/1     Running             0              86m     172.19.215.19    openstudio-179d-worker-9rtc4-nnnhl   <none>           <none>
worker-75f95467fc-dhgwq                                    1/1     Terminating         0              86m     172.22.201.141   openstudio-179d-worker-9rtc4-wl7tq   <none>           <none>
worker-75f95467fc-dhmd5                                    1/1     Terminating         0              112m    172.21.77.133    openstudio-179d-worker-9rtc4-4rntj   <none>           <none>
worker-75f95467fc-dhnf8                                    1/1     Terminating         3 (123m ago)   161m    172.19.154.8     openstudio-179d-worker-9rtc4-wjzm6   <none>           <none>
