NAME                                                          READY   STATUS    RESTARTS   AGE     IP               NODE                                  NOMINATED NODE   READINESS GATES
kube-proxy-4jrzt                                              1/1     Running   0          84m     192.168.3.186    openstudio-179d-worker-9rtc4-hdl6c    <none>           <none>
kube-proxy-4l7zd                                              1/1     Running   0          112m    192.168.3.206    openstudio-179d-worker-9rtc4-hz854    <none>           <none>
kube-proxy-4llpr                                              1/1     Running   0          111m    192.168.3.157    openstudio-179d-worker-9rtc4-xkk2q    <none>           <none>
kube-proxy-4x5td                                              1/1     Running   0          103m    192.168.3.96     openstudio-179d-worker-9rtc4-zfv7b    <none>           <none>
kube-proxy-4zt5b                                              1/1     Running   0          112m    192.168.3.9      openstudio-179d-worker-9rtc4-hzpmd    <none>           <none>
kube-proxy-54mn8                                              1/1     Running   0          79m     192.168.3.61     openstudio-179d-web-tq5p9-mrcgs       <none>           <none>
kube-proxy-56djq                                              1/1     Running   0          4h59m   192.168.3.177    openstudio-179d-worker-9rtc4-9865m    <none>           <none>
kube-proxy-5b5v4                                              1/1     Running   0          109m    192.168.3.213    openstudio-179d-worker-9rtc4-xrdxf    <none>           <none>
kube-proxy-5qqpb                                              1/1     Running   0          104m    192.168.3.189    openstudio-179d-worker-9rtc4-nhmpl    <none>           <none>
kube-proxy-5vxqx                                              1/1     Running   0          111m    192.168.3.33     openstudio-179d-worker-9rtc4-nnnhl    <none>           <none>
kube-proxy-62wmw                                              1/1     Running   0          110m    192.168.3.224    openstudio-179d-worker-9rtc4-mll2j    <none>           <none>
kube-proxy-679kb                                              1/1     Running   0          110m    192.168.3.113    openstudio-179d-worker-9rtc4-m62ff    <none>           <none>
kube-proxy-6cbdd                                              1/1     Running   0          152m    192.168.3.94     openstudio-179d-worker-9rtc4-j76nc    <none>           <none>
kube-proxy-6skmv                                              1/1     Running   0          110m    192.168.3.110    openstudio-179d-worker-9rtc4-pl94r    <none>           <none>
kube-proxy-6twd7                                              1/1     Running   0          104m    192.168.3.219    openstudio-179d-worker-9rtc4-rknvm    <none>           <none>
kube-proxy-6wdxf                                              1/1     Running   0          73m     192.168.3.81     openstudio-179d-worker-9rtc4-jgqhx    <none>           <none>
kube-proxy-6xh8q                                              1/1     Running   0          81m     192.168.3.184    openstudio-179d-worker-9rtc4-vxhbk    <none>           <none>
kube-proxy-6xk6h                                              1/1     Running   0          73m     192.168.3.214    openstudio-179d-worker-9rtc4-llk2j    <none>           <none>
kube-proxy-7d2b7                                              1/1     Running   0          111m    192.168.3.231    openstudio-179d-worker-9rtc4-vdltr    <none>           <none>
kube-proxy-7gk8w                                              1/1     Running   0          161m    192.168.3.139    openstudio-179d-worker-9rtc4-wjzm6    <none>           <none>
kube-proxy-7nvfs                                              1/1     Running   0          133m    192.168.3.87     openstudio-179d-worker-9rtc4-7fstz    <none>           <none>
kube-proxy-7qscj                                              1/1     Running   0          10m     192.168.3.173    openstudio-179d-worker-9rtc4-6fptt    <none>           <none>
kube-proxy-7sw8c                                              1/1     Running   0          104m    192.168.3.105    openstudio-179d-worker-9rtc4-q8lhf    <none>           <none>
kube-proxy-7t6qf                                              1/1     Running   0          139m    192.168.3.156    openstudio-179d-worker-9rtc4-xf56b    <none>           <none>
kube-proxy-7tlkl                                              1/1     Running   0          111m    192.168.3.155    openstudio-179d-worker-9rtc4-shqhn    <none>           <none>
kube-proxy-7zxww                                              1/1     Running   0          110m    192.168.3.145    openstudio-179d-worker-9rtc4-gb9sj    <none>           <none>
kube-proxy-86thv                                              1/1     Running   0          49m     192.168.3.142    openstudio-179d-worker-9rtc4-784j2    <none>           <none>
kube-proxy-8dn8d                                              1/1     Running   0          110m    192.168.3.52     openstudio-179d-worker-9rtc4-mdb5p    <none>           <none>
kube-proxy-8krnh                                              1/1     Running   0          110m    192.168.3.190    openstudio-179d-worker-9rtc4-q2jlk    <none>           <none>
kube-proxy-8pxl5                                              1/1     Running   0          19m     192.168.3.221    openstudio-179d-worker-9rtc4-msqdd    <none>           <none>
kube-proxy-92l2r                                              1/1     Running   0          110m    192.168.3.229    openstudio-179d-worker-9rtc4-jmglf    <none>           <none>
kube-proxy-97bvp                                              1/1     Running   0          111m    192.168.3.253    openstudio-179d-worker-9rtc4-46rwz    <none>           <none>
kube-proxy-9cs45                                              1/1     Running   0          112m    192.168.3.181    openstudio-179d-worker-9rtc4-pzl68    <none>           <none>
kube-proxy-9d6bw                                              1/1     Running   0          79m     192.168.3.29     openstudio-179d-worker-9rtc4-2qrr2    <none>           <none>
kube-proxy-9qqkt                                              1/1     Running   0          111m    192.168.3.15     openstudio-179d-worker-9rtc4-s6dgq    <none>           <none>
kube-proxy-b2wkb                                              1/1     Running   0          84m     192.168.3.108    openstudio-179d-worker-9rtc4-75hqc    <none>           <none>
kube-proxy-b49b7                                              1/1     Running   0          152m    192.168.3.75     openstudio-179d-worker-9rtc4-25f8j    <none>           <none>
kube-proxy-b585z                                              1/1     Running   0          43m     192.168.3.147    openstudio-179d-worker-9rtc4-tnv42    <none>           <none>
kube-proxy-bdjds                                              1/1     Running   0          84m     192.168.3.119    openstudio-179d-worker-9rtc4-pbqpm    <none>           <none>
kube-proxy-bpptk                                              1/1     Running   0          111m    192.168.3.102    openstudio-179d-worker-9rtc4-2ng7h    <none>           <none>
kube-proxy-c7csg                                              1/1     Running   0          111m    192.168.3.193    openstudio-179d-worker-9rtc4-lz8v6    <none>           <none>
kube-proxy-cjpn2                                              1/1     Running   0          110m    192.168.3.207    openstudio-179d-worker-9rtc4-wsct2    <none>           <none>
kube-proxy-ckk54                                              1/1     Running   0          78m     192.168.3.28     openstudio-179d-worker-9rtc4-x5w9k    <none>           <none>
kube-proxy-cm5pk                                              1/1     Running   0          46m     192.168.3.49     openstudio-179d-worker-9rtc4-xh26n    <none>           <none>
kube-proxy-cw7fs                                              1/1     Running   0          110m    192.168.3.93     openstudio-179d-worker-9rtc4-km2jz    <none>           <none>
kube-proxy-d2swl                                              1/1     Running   0          110m    192.168.3.123    openstudio-179d-worker-9rtc4-jq4tn    <none>           <none>
kube-proxy-d7kk8                                              1/1     Running   0          110m    192.168.3.198    openstudio-179d-worker-9rtc4-46hcl    <none>           <none>
kube-proxy-dfbrn                                              1/1     Running   0          3d18h   192.168.3.248    openstudio-179d-control-plane-7g699   <none>           <none>
kube-proxy-dgv29                                              1/1     Running   0          112m    192.168.3.103    openstudio-179d-worker-9rtc4-kqcnq    <none>           <none>
kube-proxy-dhqrm                                              1/1     Running   0          111m    192.168.3.26     openstudio-179d-worker-9rtc4-blz8r    <none>           <none>
kube-proxy-dntq2                                              1/1     Running   0          3d18h   192.168.3.18     openstudio-179d-control-plane-xpbld   <none>           <none>
kube-proxy-dqm7f                                              1/1     Running   0          102m    192.168.3.42     openstudio-179d-worker-9rtc4-2fbn5    <none>           <none>
kube-proxy-dvhdp                                              1/1     Running   0          112m    192.168.3.67     openstudio-179d-worker-9rtc4-p7plj    <none>           <none>
kube-proxy-dwgdk                                              1/1     Running   0          111m    192.168.3.100    openstudio-179d-worker-9rtc4-6t5vf    <none>           <none>
kube-proxy-dwj54                                              1/1     Running   0          104m    192.168.3.122    openstudio-179d-worker-9rtc4-wf7lx    <none>           <none>
kube-proxy-dzqvs                                              1/1     Running   0          112m    192.168.3.247    openstudio-179d-worker-9rtc4-vjtx2    <none>           <none>
kube-proxy-f9qgk                                              1/1     Running   0          109m    192.168.3.180    openstudio-179d-worker-9rtc4-rh8zf    <none>           <none>
kube-proxy-fdbkk                                              1/1     Running   0          78m     192.168.3.39     openstudio-179d-worker-9rtc4-t95jg    <none>           <none>
kube-proxy-fn4vb                                              1/1     Running   0          139m    192.168.3.209    openstudio-179d-worker-9rtc4-cq8z2    <none>           <none>
kube-proxy-ftxjn                                              1/1     Running   0          3d18h   192.168.3.230    openstudio-179d-control-plane-rzqr5   <none>           <none>
kube-proxy-g2pcm                                              1/1     Running   0          112m    192.168.3.234    openstudio-179d-worker-9rtc4-gg6xf    <none>           <none>
kube-proxy-g4bqs                                              1/1     Running   0          111m    192.168.3.208    openstudio-179d-worker-9rtc4-jfql2    <none>           <none>
kube-proxy-gvn8f                                              1/1     Running   0          108m    192.168.3.13     openstudio-179d-worker-9rtc4-45l6d    <none>           <none>
kube-proxy-gvqrc                                              1/1     Running   0          110m    192.168.3.172    openstudio-179d-worker-9rtc4-fmd5j    <none>           <none>
kube-proxy-gwqwl                                              1/1     Running   0          112m    192.168.3.244    openstudio-179d-worker-9rtc4-j6zt2    <none>           <none>
kube-proxy-h4kwp                                              1/1     Running   0          104m    192.168.3.134    openstudio-179d-worker-9rtc4-6p9bz    <none>           <none>
kube-proxy-h5kgk                                              1/1     Running   0          78m     192.168.3.59     openstudio-179d-worker-9rtc4-d8tkm    <none>           <none>
kube-proxy-hqd2x                                              1/1     Running   0          110m    192.168.3.191    openstudio-179d-worker-9rtc4-tsmrh    <none>           <none>
kube-proxy-hrn76                                              1/1     Running   0          109m    192.168.3.76     openstudio-179d-worker-9rtc4-wxtx7    <none>           <none>
kube-proxy-j2658                                              1/1     Running   0          110m    192.168.3.55     openstudio-179d-worker-9rtc4-qqnl4    <none>           <none>
kube-proxy-j272j                                              1/1     Running   0          111m    192.168.3.238    openstudio-179d-worker-9rtc4-7lfrf    <none>           <none>
kube-proxy-jcr7f                                              1/1     Running   0          110m    192.168.3.111    openstudio-179d-worker-9rtc4-m7r54    <none>           <none>
kube-proxy-jj8tm                                              1/1     Running   0          110m    192.168.3.204    openstudio-179d-worker-9rtc4-8hkw4    <none>           <none>
kube-proxy-jp4wk                                              1/1     Running   0          110m    192.168.3.131    openstudio-179d-worker-9rtc4-znps8    <none>           <none>
kube-proxy-k4k2h                                              1/1     Running   0          104m    192.168.3.116    openstudio-179d-worker-9rtc4-lqgw6    <none>           <none>
kube-proxy-k5w9w                                              1/1     Running   0          80m     192.168.3.163    openstudio-179d-worker-9rtc4-267h2    <none>           <none>
kube-proxy-krwpt                                              1/1     Running   0          79m     192.168.3.232    openstudio-179d-worker-9rtc4-bzvqk    <none>           <none>
kube-proxy-kv8g6                                              1/1     Running   0          79m     192.168.3.218    openstudio-179d-worker-9rtc4-bbjpc    <none>           <none>
kube-proxy-kvdds                                              1/1     Running   0          16h     192.168.3.44     openstudio-179d-web-tq5p9-v5jpg       <none>           <none>
kube-proxy-l5f6t                                              1/1     Running   0          109m    192.168.3.82     openstudio-179d-worker-9rtc4-8ltrg    <none>           <none>
kube-proxy-lppsv                                              1/1     Running   0          111m    192.168.3.239    openstudio-179d-worker-9rtc4-zngnp    <none>           <none>
kube-proxy-m46vs                                              1/1     Running   0          111m    192.168.3.149    openstudio-179d-worker-9rtc4-xfwkx    <none>           <none>
kube-proxy-m6j5b                                              1/1     Running   0          112m    192.168.3.91     openstudio-179d-worker-9rtc4-x7r4s    <none>           <none>
kube-proxy-m994q                                              1/1     Running   0          110m    192.168.3.212    openstudio-179d-worker-9rtc4-m2f76    <none>           <none>
kube-proxy-mb885                                              1/1     Running   0          104m    192.168.3.107    openstudio-179d-worker-9rtc4-77ssn    <none>           <none>
kube-proxy-mcp7v                                              1/1     Running   0          84m     192.168.3.243    openstudio-179d-worker-9rtc4-9fqc7    <none>           <none>
kube-proxy-mhhtg                                              1/1     Running   0          81m     192.168.3.37     openstudio-179d-worker-9rtc4-g7dzg    <none>           <none>
kube-proxy-mmr5z                                              1/1     Running   0          161m    192.168.3.250    openstudio-179d-worker-9rtc4-cwwt4    <none>           <none>
kube-proxy-mmtrp                                              1/1     Running   0          110m    192.168.3.23     openstudio-179d-worker-9rtc4-dnpwt    <none>           <none>
kube-proxy-mqlj7                                              1/1     Running   0          110m    192.168.3.90     openstudio-179d-worker-9rtc4-svkcm    <none>           <none>
kube-proxy-mskfw                                              1/1     Running   0          84m     192.168.3.85     openstudio-179d-worker-9rtc4-4xwmp    <none>           <none>
kube-proxy-n2s8q                                              1/1     Running   0          111m    192.168.3.132    openstudio-179d-worker-9rtc4-qk8rq    <none>           <none>
kube-proxy-n9xcw                                              1/1     Running   0          110m    192.168.3.53     openstudio-179d-worker-9rtc4-zc87d    <none>           <none>
kube-proxy-nb7pp                                              1/1     Running   0          110m    192.168.3.31     openstudio-179d-worker-9rtc4-zn5qt    <none>           <none>
kube-proxy-nlbk7                                              1/1     Running   0          112m    192.168.3.51     openstudio-179d-worker-9rtc4-6dnh2    <none>           <none>
kube-proxy-p6ms5                                              1/1     Running   0          111m    192.168.3.129    openstudio-179d-worker-9rtc4-2fg84    <none>           <none>
kube-proxy-pblfb                                              1/1     Running   0          112m    192.168.3.158    openstudio-179d-worker-9rtc4-fvs4q    <none>           <none>
kube-proxy-pfg5t                                              1/1     Running   0          73m     192.168.3.5      openstudio-179d-worker-9rtc4-hv4zz    <none>           <none>
kube-proxy-pnxrf                                              1/1     Running   0          109m    192.168.3.146    openstudio-179d-worker-9rtc4-68zfp    <none>           <none>
kube-proxy-psvtp                                              1/1     Running   0          111m    192.168.3.178    openstudio-179d-worker-9rtc4-sj8bg    <none>           <none>
kube-proxy-q94f8                                              1/1     Running   0          110m    192.168.3.79     openstudio-179d-worker-9rtc4-wv9zc    <none>           <none>
kube-proxy-qdsbc                                              1/1     Running   0          111m    192.168.3.176    openstudio-179d-worker-9rtc4-9ztb9    <none>           <none>
kube-proxy-qj2bk                                              1/1     Running   0          73m     192.168.3.227    openstudio-179d-worker-9rtc4-zbpkv    <none>           <none>
kube-proxy-ql4mf                                              1/1     Running   0          53m     192.168.3.211    openstudio-179d-worker-9rtc4-cwz6s    <none>           <none>
kube-proxy-r6pmz                                              1/1     Running   0          78m     192.168.3.150    openstudio-179d-worker-9rtc4-z9cln    <none>           <none>
kube-proxy-rdqp5                                              1/1     Running   0          104m    192.168.3.70     openstudio-179d-worker-9rtc4-kd9zt    <none>           <none>
kube-proxy-rg8vp                                              1/1     Running   0          110m    192.168.3.38     openstudio-179d-worker-9rtc4-ttvfs    <none>           <none>
kube-proxy-rs7zf                                              1/1     Running   0          80m     192.168.3.45     openstudio-179d-worker-9rtc4-6qt9b    <none>           <none>
kube-proxy-rtvsn                                              1/1     Running   0          111m    192.168.3.104    openstudio-179d-worker-9rtc4-4rntj    <none>           <none>
kube-proxy-rvkmr                                              1/1     Running   0          84m     192.168.3.137    openstudio-179d-worker-9rtc4-wl7tq    <none>           <none>
kube-proxy-s4jh9                                              1/1     Running   0          110m    192.168.3.72     openstudio-179d-worker-9rtc4-nwmrj    <none>           <none>
kube-proxy-s875c                                              1/1     Running   0          111m    192.168.3.151    openstudio-179d-worker-9rtc4-z46xm    <none>           <none>
kube-proxy-s8psv                                              1/1     Running   0          74m     192.168.3.192    openstudio-179d-worker-9rtc4-572ps    <none>           <none>
kube-proxy-s9fgr                                              1/1     Running   0          144m    192.168.3.99     openstudio-179d-worker-9rtc4-9wbwp    <none>           <none>
kube-proxy-sb59m                                              1/1     Running   0          3h32m   192.168.3.48     openstudio-179d-worker-9rtc4-hcnbl    <none>           <none>
kube-proxy-sht4g                                              1/1     Running   0          133m    192.168.3.237    openstudio-179d-worker-9rtc4-9nfhj    <none>           <none>
kube-proxy-sjjnn                                              1/1     Running   0          110m    192.168.3.179    openstudio-179d-worker-9rtc4-bq8cq    <none>           <none>
kube-proxy-sjxnb                                              1/1     Running   0          111m    192.168.3.68     openstudio-179d-worker-9rtc4-dt2bt    <none>           <none>
kube-proxy-skcwz                                              1/1     Running   0          73m     192.168.3.12     openstudio-179d-worker-9rtc4-64t6m    <none>           <none>
kube-proxy-sl85x                                              1/1     Running   0          104m    192.168.3.43     openstudio-179d-worker-9rtc4-pmfzl    <none>           <none>
kube-proxy-slzh7                                              1/1     Running   0          109m    192.168.3.236    openstudio-179d-worker-9rtc4-4hspr    <none>           <none>
kube-proxy-sv52z                                              1/1     Running   0          112m    192.168.3.27     openstudio-179d-worker-9rtc4-255cv    <none>           <none>
kube-proxy-sw6rv                                              1/1     Running   0          43m     192.168.3.222    openstudio-179d-worker-9rtc4-964ml    <none>           <none>
kube-proxy-tblfx                                              1/1     Running   0          54m     192.168.3.118    openstudio-179d-worker-9rtc4-pqsdz    <none>           <none>
kube-proxy-tdspb                                              1/1     Running   0          109m    192.168.3.64     openstudio-179d-worker-9rtc4-xqpr4    <none>           <none>
kube-proxy-tdtdr                                              1/1     Running   0          110m    192.168.3.95     openstudio-179d-worker-9rtc4-rj7mk    <none>           <none>
kube-proxy-tgv86                                              1/1     Running   0          112m    192.168.3.154    openstudio-179d-worker-9rtc4-knvb9    <none>           <none>
kube-proxy-tv4v6                                              1/1     Running   0          110m    192.168.3.71     openstudio-179d-worker-9rtc4-j22f2    <none>           <none>
kube-proxy-tztx6                                              1/1     Running   0          112m    192.168.3.235    openstudio-179d-worker-9rtc4-2zgh8    <none>           <none>
kube-proxy-v89z9                                              1/1     Running   0          111m    192.168.3.101    openstudio-179d-worker-9rtc4-x5fwc    <none>           <none>
kube-proxy-vdjzj                                              1/1     Running   0          80m     192.168.3.225    openstudio-179d-worker-9rtc4-78qk8    <none>           <none>
kube-proxy-vfdpg                                              1/1     Running   0          79m     192.168.3.162    openstudio-179d-worker-9rtc4-hksr2    <none>           <none>
kube-proxy-vkhrx                                              1/1     Running   0          108m    192.168.3.40     openstudio-179d-worker-9rtc4-7wpw9    <none>           <none>
kube-proxy-vlthh                                              1/1     Running   0          160m    192.168.3.200    openstudio-179d-worker-9rtc4-fxpk7    <none>           <none>
kube-proxy-vqxng                                              1/1     Running   0          73m     192.168.3.97     openstudio-179d-worker-9rtc4-k82wq    <none>           <none>
kube-proxy-vsfll                                              1/1     Running   0          112m    192.168.3.220    openstudio-179d-worker-9rtc4-w449s    <none>           <none>
kube-proxy-vsq7c                                              1/1     Running   0          110m    192.168.3.233    openstudio-179d-worker-9rtc4-jkmgk    <none>           <none>
kube-proxy-vz6g6                                              1/1     Running   0          104m    192.168.3.141    openstudio-179d-worker-9rtc4-h457w    <none>           <none>
kube-proxy-vzgnj                                              1/1     Running   0          104m    192.168.3.63     openstudio-179d-worker-9rtc4-vwpvh    <none>           <none>
kube-proxy-wtdjm                                              1/1     Running   0          110m    192.168.3.194    openstudio-179d-worker-9rtc4-f2tmk    <none>           <none>
kube-proxy-wtqv7                                              1/1     Running   0          110m    192.168.3.83     openstudio-179d-worker-9rtc4-msgfj    <none>           <none>
kube-proxy-wzrj7                                              1/1     Running   0          5h5m    192.168.3.197    openstudio-179d-web-tq5p9-w952x       <none>           <none>
kube-proxy-x8x94                                              1/1     Running   0          4h28m   192.168.3.109    openstudio-179d-worker-9rtc4-qzrnh    <none>           <none>
kube-proxy-xfbq8                                              1/1     Running   0          110m    192.168.3.127    openstudio-179d-worker-9rtc4-bpbnw    <none>           <none>
kube-proxy-xgpxm                                              1/1     Running   0          50m     192.168.3.133    openstudio-179d-worker-9rtc4-9gk7k    <none>           <none>
kube-proxy-xr6gk                                              1/1     Running   0          111m    192.168.3.47     openstudio-179d-worker-9rtc4-tfc5b    <none>           <none>
kube-proxy-xtx26                                              1/1     Running   0          74m     192.168.3.174    openstudio-179d-worker-9rtc4-xpf84    <none>           <none>
kube-proxy-xw595                                              1/1     Running   0          110m    192.168.3.183    openstudio-179d-worker-9rtc4-8vw2k    <none>           <none>
kube-proxy-xxtmk                                              1/1     Running   0          112m    192.168.3.166    openstudio-179d-worker-9rtc4-dnz4l    <none>           <none>
kube-proxy-zbmpb                                              1/1     Running   0          110m    192.168.3.112    openstudio-179d-worker-9rtc4-pv7qr    <none>           <none>
kube-proxy-zccjc                                              1/1     Running   0          104m    192.168.3.125    openstudio-179d-worker-9rtc4-gkz2s    <none>           <none>
kube-proxy-zflst                                              1/1     Running   0          84m     192.168.3.117    openstudio-179d-worker-9rtc4-mrc6q    <none>           <none>
kube-proxy-zgfw6                                              1/1     Running   0          107m    192.168.3.10     openstudio-179d-worker-9rtc4-4h7g9    <none>           <none>
kube-proxy-zl5lk                                              1/1     Running   0          80m     192.168.3.153    openstudio-179d-worker-9rtc4-bs8zh    <none>           <none>
kube-proxy-zlxrf                                              1/1     Running   0          112m    192.168.3.24     openstudio-179d-worker-9rtc4-cbl4x    <none>           <none>
kube-proxy-zpcwx                                              1/1     Running   0          112m    192.168.3.143    openstudio-179d-worker-9rtc4-g5kmv    <none>           <none>
kube-proxy-zslmr                                              1/1     Running   0          112m    192.168.3.215    openstudio-179d-worker-9rtc4-h9m98    <none>           <none>
kube-proxy-zslnt                                              1/1     Running   0          112m    192.168.3.152    openstudio-179d-worker-9rtc4-r4q27    <none>           <none>
kube-proxy-zv599                                              1/1     Running   0          109m    192.168.3.167    openstudio-179d-worker-9rtc4-fqjr2    <none>           <none>
kube-proxy-zz8rg                                              1/1     Running   0          35m     192.168.3.57     openstudio-179d-worker-9rtc4-pqzdb    <none>           <none>
kube-scheduler-openstudio-179d-control-plane-7g699            1/1     Running   0          3d18h   192.168.3.248    openstudio-179d-control-plane-7g699   <none>           <none>
kube-scheduler-openstudio-179d-control-plane-rzqr5            1/1     Running   0          3d18h   192.168.3.230    openstudio-179d-control-plane-rzqr5   <none>           <none>
kube-scheduler-openstudio-179d-control-plane-xpbld            1/1     Running   0          3d18h   192.168.3.18     openstudio-179d-control-plane-xpbld   <none>           <none>
metrics-server-6f665c9d54-r848l                               1/1     Running   0          12h     172.23.182.92    openstudio-179d-web-tq5p9-v5jpg       <none>           <none>
patch-copy-fail-26wjw                                         1/1     Running   0          88m     172.23.16.210    openstudio-179d-worker-9rtc4-j6zt2    <none>           <none>
patch-copy-fail-2gchh                                         1/1     Running   0          73m     172.18.171.137   openstudio-179d-worker-9rtc4-xpf84    <none>           <none>
patch-copy-fail-2l8xz                                         1/1     Running   0          89m     172.17.238.146   openstudio-179d-worker-9rtc4-xf56b    <none>           <none>
patch-copy-fail-2wrkd                                         1/1     Running   0          83m     172.21.48.195    openstudio-179d-worker-9rtc4-4xwmp    <none>           <none>
patch-copy-fail-459rf                                         1/1     Running   0          88m     172.23.182.82    openstudio-179d-web-tq5p9-v5jpg       <none>           <none>
patch-copy-fail-45dhx                                         1/1     Running   0          88m     172.20.151.209   openstudio-179d-worker-9rtc4-qk8rq    <none>           <none>
patch-copy-fail-49mnw                                         1/1     Running   0          73m     172.17.17.193    openstudio-179d-worker-9rtc4-zbpkv    <none>           <none>
patch-copy-fail-4fkjb                                         1/1     Running   0          18m     172.19.109.67    openstudio-179d-worker-9rtc4-msqdd    <none>           <none>
patch-copy-fail-4pplf                                         1/1     Running   0          88m     172.23.192.146   openstudio-179d-worker-9rtc4-blz8r    <none>           <none>
patch-copy-fail-4z9sj                                         1/1     Running   0          89m     172.19.239.146   openstudio-179d-worker-9rtc4-mll2j    <none>           <none>
patch-copy-fail-4zxxg                                         1/1     Running   0          89m     172.21.50.209    openstudio-179d-worker-9rtc4-45l6d    <none>           <none>
patch-copy-fail-52fmz                                         1/1     Running   0          88m     172.22.213.210   openstudio-179d-worker-9rtc4-jmglf    <none>           <none>
patch-copy-fail-58wz9                                         1/1     Running   0          88m     172.17.231.18    openstudio-179d-worker-9rtc4-2fbn5    <none>           <none>
patch-copy-fail-594mt                                         1/1     Running   0          88m     172.19.213.82    openstudio-179d-worker-9rtc4-7lfrf    <none>           <none>
patch-copy-fail-5f2xh                                         1/1     Running   0          88m     172.19.249.82    openstudio-179d-worker-9rtc4-vjtx2    <none>           <none>
patch-copy-fail-5gghk                                         1/1     Running   0          83m     172.19.56.73     openstudio-179d-worker-9rtc4-9fqc7    <none>           <none>
patch-copy-fail-5j6xq                                         1/1     Running   0          88m     172.19.170.146   openstudio-179d-worker-9rtc4-j22f2    <none>           <none>
patch-copy-fail-5m6bb                                         1/1     Running   0          79m     172.19.104.195   openstudio-179d-web-tq5p9-mrcgs       <none>           <none>
patch-copy-fail-5mz5d                                         1/1     Running   0          83m     172.22.201.137   openstudio-179d-worker-9rtc4-wl7tq    <none>           <none>
patch-copy-fail-5vtdp                                         1/1     Running   0          88m     172.22.237.82    openstudio-179d-worker-9rtc4-zfv7b    <none>           <none>
patch-copy-fail-5xb8p                                         1/1     Running   0          88m     172.16.148.210   openstudio-179d-worker-9rtc4-vkfwc    <none>           <none>
patch-copy-fail-6clk7                                         1/1     Running   0          88m     172.21.111.18    openstudio-179d-worker-9rtc4-4h7g9    <none>           <none>
patch-copy-fail-6djrh                                         1/1     Running   0          88m     172.19.136.210   openstudio-179d-worker-9rtc4-4hspr    <none>           <none>
patch-copy-fail-6dxbm                                         1/1     Running   0          88m     172.17.55.146    openstudio-179d-worker-9rtc4-nwmrj    <none>           <none>
patch-copy-fail-6hvw7                                         1/1     Running   0          88m     172.20.242.210   openstudio-179d-worker-9rtc4-cbl4x    <none>           <none>
patch-copy-fail-6lhzj                                         1/1     Running   0          88m     172.23.118.82    openstudio-179d-worker-9rtc4-tsmrh    <none>           <none>
patch-copy-fail-6m4wh                                         1/1     Running   0          89m     172.16.229.145   openstudio-179d-worker-9rtc4-q2jlk    <none>           <none>
patch-copy-fail-6mfp6                                         1/1     Running   0          53m     172.16.171.4     openstudio-179d-worker-9rtc4-pqsdz    <none>           <none>
