NAME                                  STATUS     ROLES           AGE     VERSION
openstudio-179d-worker-9rtc4-78qk8    Ready      <none>          63m     v1.33.1
openstudio-179d-worker-9rtc4-7fstz    Ready      <none>          116m    v1.33.1
openstudio-179d-worker-9rtc4-7lfrf    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-7wpw9    Ready      <none>          91m     v1.33.1
openstudio-179d-worker-9rtc4-8hkw4    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-8ltrg    Ready      <none>          92m     v1.33.1
openstudio-179d-worker-9rtc4-8vw2k    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-8x55t    NotReady   <none>          28s     v1.33.1
openstudio-179d-worker-9rtc4-964ml    Ready      <none>          26m     v1.33.1
openstudio-179d-worker-9rtc4-9865m    Ready      <none>          4h42m   v1.33.1
openstudio-179d-worker-9rtc4-9fqc7    Ready      <none>          67m     v1.33.1
openstudio-179d-worker-9rtc4-9gk7k    Ready      <none>          33m     v1.33.1
openstudio-179d-worker-9rtc4-9nfhj    Ready      <none>          116m    v1.33.1
openstudio-179d-worker-9rtc4-9nwln    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-9wbwp    Ready      <none>          127m    v1.33.1
openstudio-179d-worker-9rtc4-9ztb9    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-b464t    Ready      <none>          91m     v1.33.1
openstudio-179d-worker-9rtc4-bbjpc    Ready      <none>          62m     v1.33.1
openstudio-179d-worker-9rtc4-blz8r    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-bpbnw    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-bq8cq    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-bs8zh    Ready      <none>          63m     v1.33.1
openstudio-179d-worker-9rtc4-bzvqk    Ready      <none>          62m     v1.33.1
openstudio-179d-worker-9rtc4-c2snr    Ready      <none>          127m    v1.33.1
openstudio-179d-worker-9rtc4-cbl4x    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-cq8z2    Ready      <none>          122m    v1.33.1
openstudio-179d-worker-9rtc4-cwwt4    Ready      <none>          144m    v1.33.1
openstudio-179d-worker-9rtc4-cwz6s    Ready      <none>          36m     v1.33.1
openstudio-179d-worker-9rtc4-d8tkm    Ready      <none>          61m     v1.33.1
openstudio-179d-worker-9rtc4-dnpwt    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-dnz4l    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-dt2bt    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-f2tmk    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-fmd5j    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-fqjr2    Ready      <none>          92m     v1.33.1
openstudio-179d-worker-9rtc4-fvs4q    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-fxpk7    Ready      <none>          143m    v1.33.1
openstudio-179d-worker-9rtc4-g5kmv    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-g7dzg    Ready      <none>          64m     v1.33.1
openstudio-179d-worker-9rtc4-gb9sj    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-gg6xf    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-gkz2s    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-h457w    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-h9m98    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-hcnbl    Ready      <none>          3h31m   v1.33.1
openstudio-179d-worker-9rtc4-hdl6c    Ready      <none>          67m     v1.33.1
openstudio-179d-worker-9rtc4-hjgnv    Ready      <none>          67m     v1.33.1
openstudio-179d-worker-9rtc4-hksr2    Ready      <none>          62m     v1.33.1
openstudio-179d-worker-9rtc4-hv4zz    Ready      <none>          56m     v1.33.1
openstudio-179d-worker-9rtc4-hz854    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-hzpmd    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-j22f2    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-j6zt2    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-j76nc    Ready      <none>          135m    v1.33.1
openstudio-179d-worker-9rtc4-jfql2    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-jgqhx    Ready      <none>          56m     v1.33.1
openstudio-179d-worker-9rtc4-jkmgk    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-jmglf    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-jq4tn    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-k82wq    Ready      <none>          56m     v1.33.1
openstudio-179d-worker-9rtc4-kd9zt    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-km2jz    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-knvb9    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-kqcnq    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-llk2j    Ready      <none>          56m     v1.33.1
openstudio-179d-worker-9rtc4-lqgw6    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-lz8v6    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-m2f76    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-m62ff    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-m7r54    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-mdb5p    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-mftnc    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-mll2j    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-mrc6q    Ready      <none>          67m     v1.33.1
openstudio-179d-worker-9rtc4-msgfj    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-msqdd    Ready      <none>          2m2s    v1.33.1
openstudio-179d-worker-9rtc4-nhmpl    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-nnnhl    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-nwmrj    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-p7plj    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-pbqpm    Ready      <none>          67m     v1.33.1
openstudio-179d-worker-9rtc4-pl94r    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-pmfzl    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-pqsdz    Ready      <none>          37m     v1.33.1
openstudio-179d-worker-9rtc4-pqzdb    Ready      <none>          18m     v1.33.1
openstudio-179d-worker-9rtc4-pv7qr    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-pzl68    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-q2jlk    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-q8lhf    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-qk8rq    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-qqnl4    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-qzrnh    Ready      <none>          4h11m   v1.33.1
openstudio-179d-worker-9rtc4-r4q27    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-rh8zf    Ready      <none>          92m     v1.33.1
openstudio-179d-worker-9rtc4-rj7mk    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-rknvm    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-s6dgq    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-shqhn    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-sj8bg    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-svkcm    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-t95jg    Ready      <none>          61m     v1.33.1
openstudio-179d-worker-9rtc4-tfc5b    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-tnv42    Ready      <none>          26m     v1.33.1
openstudio-179d-worker-9rtc4-tsmrh    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-ttvfs    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-vdltr    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-vjtx2    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-vkfwc    Ready      <none>          86m     v1.33.1
openstudio-179d-worker-9rtc4-vwpvh    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-vxhbk    Ready      <none>          64m     v1.33.1
openstudio-179d-worker-9rtc4-w449s    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-w5kdf    Ready      <none>          60m     v1.33.1
openstudio-179d-worker-9rtc4-wf7lx    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-wjzm6    Ready      <none>          144m    v1.33.1
openstudio-179d-worker-9rtc4-wl7tq    Ready      <none>          67m     v1.33.1
openstudio-179d-worker-9rtc4-wsct2    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-wv9zc    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-wxtx7    Ready      <none>          92m     v1.33.1
openstudio-179d-worker-9rtc4-x5fwc    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-x5w9k    Ready      <none>          61m     v1.33.1
openstudio-179d-worker-9rtc4-x7r4s    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-xf56b    Ready      <none>          122m    v1.33.1
openstudio-179d-worker-9rtc4-xfwkx    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-xh26n    Ready      <none>          29m     v1.33.1
openstudio-179d-worker-9rtc4-xkk2q    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-xpf84    Ready      <none>          57m     v1.33.1
openstudio-179d-worker-9rtc4-xqpr4    Ready      <none>          92m     v1.33.1
openstudio-179d-worker-9rtc4-xrdxf    Ready      <none>          92m     v1.33.1
openstudio-179d-worker-9rtc4-xw5d5    Ready      <none>          95m     v1.33.1
openstudio-179d-worker-9rtc4-z46xm    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-z9cln    Ready      <none>          61m     v1.33.1
openstudio-179d-worker-9rtc4-zbpkv    Ready      <none>          56m     v1.33.1
openstudio-179d-worker-9rtc4-zc87d    Ready      <none>          93m     v1.33.1
openstudio-179d-worker-9rtc4-zfv7b    Ready      <none>          87m     v1.33.1
openstudio-179d-worker-9rtc4-zn5qt    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-zngnp    Ready      <none>          94m     v1.33.1
openstudio-179d-worker-9rtc4-znps8    Ready      <none>          93m     v1.33.1
